Tweet,Label
"RT @TamerAm48431889: נרצחו 110 אנשים בערים הערביות? שקט מוחלט. רצח אחד בכביש 6? כל הטוויטר כותבים על זה. צבועים, עלובים, נמאסתם.",
"משטרה שיכול להפיל רצח על נערים פצועים ולהכניס אותם ל-12 שנים בכלא, יכולה גם לרצוח, לסחוב תשוש נפש מבוגר ברגליים יחפות ברחוב ולהפקיר אותו בקור לנפשו זה כבר סוכריות מול מה שהיא יכולה לעשות.",
"@arielplaksin1 @AlmogTea @ivri99 @Roy_Iddan למה השוטרים צריכים לשבת בכלא? אולי הם צריכים לשבת בכלא על אזלת היד מול טרור האבנים הפלסטיני, אבל זה כבר משהו אחר...",
כן זה קטע כזה שיש תעדוף מסוים לאזרחי מדינת ישראל מאשר לאנשים שניסו לרצוח אותם https://t.co/iuCl8E2VMy,
"@somebody1264 @OmerArvili אני דווקא חושב שהם זרקו אבנים. המשטרה לא הגיעה לשם סתם. בכל מקרה, אם הם אכן זרקו אבנים וכך אני מאמין שקרה, דינם ככל ערבי שזורק אבנים או בקתבים",
"@netanyahu פוטין - מחבל. אתה מברך מחבלים, חתיכת אפס?!",
"""רצח על רקע משטרתי"" נרצח ופצוע אנוש, מול עיניהם של השוטרים, ולמרות ליווי של 3 ניידות, זה וואחד ""כשל"" אם לא אכפת לך, מר' עמי אשד, מפקד מחוז מרכז דמנו לא הפקר. ובדיקות זה חיוני אך לא מספק. עכשיו הזמן לאיסוף הנשק. מזמן https://t.co/Lnrj0Yuuta",
"@yaircherki בושה וחרפה, אשכרה רצח מטוייח.",
"@AviadBiton1 @ShalomHorvitz @MatanKahana תומך טרור אה? תזכיר לי, זריקת אבנים היא טרור או מה? פשוט זכור לי כמה מנהיגי פייק ימין שביקשו לירות במיידי אבנים באופן מיידי",
בא לי לרצוח את אחותי זה נורמלי,
"@Israelmeir4 מעניין מה כואב לך העניין ה'לאומי, ציוני, מדיני' וואטאבר... כבר הופעת לי בפיד בעניין קודם. לא מבינה מה אתה רוצה תכלס. אני מכוונת לניו-זילנד אגב.",
"RT @eliorlevy: שבועות ספורים אחרי התרגילים הגדולים של צה""ל בזירות הצפונית והדרומית מגיעה התשובה של עזה • תרגיל רחב היקף וראשון מסוגו שבו יש…",
"התרגיל המטכ""לי של חמאס והג'יהאד האיסלאמי https://t.co/fNv9vyLNB8 @eliorlevy https://t.co/5RamdjjUmO",
"זה נועם חורב למי שלא פתח את התמונה, אויב הפיד הנוכחי (ובצדק)",
@antoineeliaroni הייתי מונע את רצח רבין,
"מחר אסע שוב לבקר את אבא שלי הישיש והחולה בבית האבות בחיפה. זהו לחם חוקי כבר יותר משנתיים. מודע לזה שאיזה שוטר נחמד ומאיר פנים עלול לתקוע לי דו""ח מופרך של 500 שקל על ""הפרת העוצר"" , טרוריסט טרוצקיסטי שכמותי. תודה לך , קאנצלר אדיר ושופע חסד שכמוך. תודה לכן , תולעי כחל""ב האחרונות .",
@Quark96283197 @arielplaksin1 @ivri99 @Roy_Iddan ומול טרור (אבנים) יהודי? אותו דבר? טרור זה טרור- והטיפול צריך להיות נחוש באותה מידה ללא הבדלים.,
@alonbeer1 נכבה מזמן,
@AlmogTea @arielplaksin1 @ivri99 @Roy_Iddan טרור אבנים מטופל ביד קשה בהרבה (עיין ערך המקרה שלפנינו). טרור אבנים פלסטיני לא מטופל כמעט בכלל. אגב יכולים להיות הבדלים (ואכן כך הוא בחוק השבכ שטרור נחשב טרור כתלות בהיקף ובארגון הפעילות וכו וכו). מצידי אני זורם איתך ומוכן שיטפלו בשניהם באותה מידה. זה לא המצב.,
@AlmogTea @arielplaksin1 @ivri99 @Roy_Iddan *טרור אבנים יהודי מטופל ביד קשה בהרבה,
@YKanot @amit_segal מחבל זה מי שעשה אותך יא אומלל חסר שורשים,
"""בלי לחכות שבעלה ימות"". טאטע. https://t.co/tyquJoo9Wq",
"@arnonsegal1 הם משנים כל רגע את הגרסה שלהם , כי הם יודעים שזה רצח , שבוצע על ידיהם . אוי משטרע משטרע איזה מאפייה את קרטל של פושעים ! https://t.co/EddgLuN4Zd",
"סוף סוף זרגרי מוחמד ועדי ביחד. יאללה בית""ר.",
@Rainberryliya @soulfulrem ימח שמו העיקר לימודים יש שישרפו,
"@Syechimovich ברצח אישה מדובר, רצח במחזה וניסיון לרצח אופי במציאות..",
"RT @belzam_ayala: משטרה שיכול להפיל רצח על נערים פצועים ולהכניס אותם ל-12 שנים בכלא, יכולה גם לרצוח, לסחוב תשוש נפש מבוגר ברגליים יחפות ברח…",
@sharmootot מודעות למרחב אישי!!! לדעתי צריך לשמור על מרחק של 2 מטר אחד מהשני בכל ימות השנה,
"""רואים בר נתן"" תערוכת פופ אפ שתתקיים אחרי שרועי בר נתן ימות ותציג דמויות שלו לאורך הקריירה בתצוגה אור קולית מלווה בקריינות עם הסברים על כל דמות",
"@eBJg2WKX0UQEFG3 ימח שמה ושם כל צורר ישראל,מבית ומחוץ. יחד עם הרשימה בטע""ם רע""ל ושאר הסמא'ל הצבוע.",
"@OmerArvili זה לא ""שום מקום"" זו פלסטין, וחיים.חיות שם פלסטיניות.ים.",
"RT @MkSondos: ""רצח על רקע משטרתי"" נרצח ופצוע אנוש, מול עיניהם של השוטרים, ולמרות ליווי של 3 ניידות, זה וואחד ""כשל"" אם לא אכפת לך, מר' עמי…",
"מי היה מאמין שמתנחבלים, חרדים, מפגיני בלפור וערבים ימצאו את עצמם באותו צד: נגד משטרת ישראל. ימות המשיח!",
"@9rEbC7iIQJD4UzH @varon_dana א. רצח רבין קרה בגלל השב""כ וראיתי זאת. כל הדברים האחרים שאומרים הם רק תירוצים. את ההסתה של ""שמפניה"" אני אישית ראיתי וזו היתה הסתה מתמשכת. ב. פולסה דנורא זה קללה. לא הסתה. ואני בעד לחוקק חוק נגד קללות אבל עוד אין חוק כזה לצערי. ג. המשטרה פגעה בילד במכוון ויש עדויות על כך. &gt;&gt;",
@rinatgoldberg הוא לא טען אף פעם בדיוק ההיפך בקשר לכתבי האישום. אולי בטוויטר האנשים האלה כמעט לא קיימים כי להבדיל מהתדמית שלה מדובר בפלטפורמה של פעילי דאעש פוליטיים אבל בעולם האמיתי יש מאות אלפי אנשים שמאמינים שביבי ראש ממשלה גרוע אבל זכאי במידה מסויימת,
בנט מבין שהממדטים יורדים לו ופתאום הסמי אסרטיביות הצולעת שלו בנושא לא לשבת עם ביבי ירדה פלאים.אז מה עושים על מנת שלא לשרוף את כל הגשרים? אומרים בגלץ שתפרו לביבי תיקים.מה יותר פותח דלתות בבלפור ובמיוחד את דלת חדרם של שרה ויאיר נתניהו מיציאה כזו?,
"@YaronK58 @HagaiShechter הגדה הפך להיות מקום עם לונה פארק, מועדונים, מלונות ורכבי פאר. אולי עבדאללה או הילד שלו יסכימו לסיפוח בגלל שהם יקבלו את בית לחם שהוא יעד תיירותי נוצרי גדול. עזה היא חור בזכות חנאס ועדיין אולי הילד של א-סיסי יהיה אדם שמאוד ירצה שלום איזורי...אם יהיה לנו ""מזל""",
@antoineeliaroni רצח רבין,
@yaircherki עכשיו תחליף את נער הגבעות בשב'ח או פלסטיני ותכתוב שוב את ההצהרה.,
@benny_wol סבבה. אני חושבת שהאיש סמרטוט ומביך מאוד. אם תרצה אני דאעש טויטר.,
"זאת הטעות של האופוזציה. אלימות מופעלת עלינו מאז רצח רבין, אלימות והסתה, שבירת הדמוקרטיה ושינוי החוק להתאים את הכפפה לידו של הדיקטטור (למשל חוק הקורונה = ההסמכה) וזאת לפני שדברנו על אלימות נגד מהגרי עבודה, נשים, ערבים ובתחתית החבית הפלסטינאים. אי אפשר להגיש את הלחי השנייה. עורו! https://t.co/WbI8nLn8CG",
"ההפגנות על רצח ואהוביה סנדק ממשיכות גם הערב. זעם גדול מאוד על המשטרה. תראו מה קורה עכשיו במשטרת אריאל. צילום: משה פואה שימו לב לשוטר שמצלם אזרח שאומר שהמשטרה הפכה ל""ארגון פשע"". בטח עוד יזמינו אותו לחקירה על העלבת @IL_police https://t.co/9HqBcHOvLu",
"@ErelSegal אבו אל קיאן? זה הדוגמא שלך? להזכיר לך מי הראשונים שהצהירו לתקשורת שהוא מחבל? והמלך, מה אמר? יש לך את זה בשלוף?",
"@jonklinger המדינה ממשיכה לעודד נסיעה ברכב פרטי, ולהפעיל טרור נגד העניים ביותר",
"@GoodbeerOssi נכון עדיף את גדי אייזנקוט שאף אחת מאיתנו לא יודעת על עמדותיו דבר (לבד מכך שהוא ציוני), כי ""דמוקרטיה"", ומה סביר יותר מאשר למנות הנהגה מדינית מהצבא, מה דמוקרטי יותר... איכס, להדיר את איימן עודה, עאידה תומא סלימאן, עופר כסיף...איכס עליכםן.",
"המצאתי משחק יפה: רושמים ""רומן זדורוב רצח את"" ונותנים לטלפון להשלים לבד מההשלמה האוטומטית. רומן זדורוב רצח את ארלוזורוב הוסף לרשימת קריאה",
"@antoineeliaroni לפיד הוא סוג של מפלגת מרכז, ציפי היא שמאל ציוני קלאסי. אם לפיד לא ימשיך לשבור שמאלה, זה לא יהיה חכם בשבילה.",
@Obar06485129 רומן זדורוב רצח את אשתו של הנוסע בזמן,
@Obar06485129 רומן זדורוב רצח את זה על הפנים של החברה הישראלית,
"@sheziff הכי טוב בארץ בהכל - שחקן חלום, רק שלא ימות מכלמידיה",
@beware12863855 @asafzamir סמיר לקראת כיבוש העיר הלבנה. תל אביב יאפו,
@Obar06485129 רומן זדורוב רצח את רבין אחי,
@Obar06485129 רומן זדורוב רצח את ארלוזורוב הוסף לרשימת קריאה פאק נשבעת שזה אמיתי :(((,
יש להם את אותו דחף אנטישמי שיש לכל אחד באירופה. https://t.co/JlLUoKkxfa,
@arielplaksin1 @Quark96283197 @ivri99 @Roy_Iddan אך חשוב הקונטקסט. נערי הגבעות הם חבורת אלימים ממה שאני מכיר. חבורה קיצונית ומסוכנת לחברה הישראלית. כמובן שזה לא מצדיק פגיעה בהם אך התפיסה האוטמטית של גרסתם לעומת גרסת המשטרה - סורי לא קונה זאת. הם לא היו שם לשחק דוקים. אבל אם יש צורך להעניש שוטרים- קדימה לכלא. כנל טרור יהודי.,
@Obar06485129 רומן זדורוב רצח את אשתו של רבי יהודה הלוי תל בונד תשואות דיבידנד בולטות,
@Obar06485129 רומן זדורוב רצח את אשתו,
"משפחות מעורבות הישראלים שבוחשים בקדירה האפראקנית הרוויית אונס, רצח עם ודיקטטורים כמו עמוס הדר ויצמן שירי ודומיהם וחושבים שמבחינה ״אתנית וגיאו-פוליטית״ יש היגיון לשלוח אנשים למקום שמתאושש מחמש שנות מלחמת אזרחים ומתמודד עם מיליוני אנשים שגוועים ברעב ובמחלות ומאות אלפים",
@Obar06485129 רומן זדורוב רצח את תאיר ראדה,
"@Obar06485129 רומן זדורוב רצח את רבין ז""ל",
"@AnnaMgLee אני טוען שאחרי מיליוני אנשים שחוסנו, בלי שראינו אנשים נופלים מתים בעקבות כך, הסיכוי שפתאום מישהו ימות, היא קטנה מאוד. מאוד. אז לבדוק? בוודאי. אבל נקודת המוצא הסבירה היא שאין קשר.",
צייצן איראני מוביל מגדיר את חמאס כקבוצה טרוריסטית https://t.co/cx6rj9AnjP,
אם יש בדיחה שיכולה לחסל אותי כל פעם מחדש זאת תהיה הבדיחה ששכחתי את הדוד דולק ואבא שלי יתעצבן רצח אין בדיחה גאונית,
"הדבר הקל ביותר הוא לפשט ולהגיד ""סבתא שלי צריכה לקבל חיסון לפני רוצח"" אבל לפעמים התמונה המאקרו שונה. מה שכן אוחנה מוכיח שוב שאין מקום לדעה המקצועית והעיניינית, בראש סדר היום פעולות קלות המשרתות את האג׳נדה הפוליטית.",
"ימנים: חוטפים מכות רצח שנים בהפגנות - צרצרים שמאלנים: רואים שוטר מקילומטר בבלפור ואחרי 10 דקות יש ""מחקר פסיכולוגי על אלימות השוטרים"" https://t.co/w5quvO6XPf",
@yarivop די לעשות עניין מכל ערבי שנהרג. מישהו ירה בו בנור שקיר הזה ומן הסתם היתה לו סיבה טובה לעשות את זה.. נראה אותך מזכיר את הסיבה לירי (מבחינתו של היורה) ורק אחר כך תשפוט אותו..,
"RT @elchangr: ימנים: חוטפים מכות רצח שנים בהפגנות - צרצרים שמאלנים: רואים שוטר מקילומטר בבלפור ואחרי 10 דקות יש ""מחקר פסיכולוגי על אלימות…",
@Obar06485129 רומן זדורוב רצח את זה על ההורים שלי,
"@Avi_katzir @ErelSegal איך הכנסת תנופת בנייה בהתיישבות לכאן, אצל ביבי מעט מאוד התחלי בנייה, דבר עם מועצת יש""ע. אבל הכי הפליא אותי על איזה מהפכה בביטחון אתה מדבר, בחסות ביבי צה""ל נהיה פוחד מהצל שלו(חוץ מסוריה) ומעביר כספי פרוטקשיין לארגוני טרור.",
"@Tals1983 @yaircherki צודק קבל תיקון חלקי אבל עדיין ""המצלמות לא עבדו"" והיו עוד הרבה תקלות. מה גם שהיה מדובר באוטיסט ככה שזה יותר מעורר סיפטיה וגם הגיע לכותרות יחסית. אם היה מדובר בסתם ערבי (ע""ע הנער שחטף גומי ומת לפני כשבועיים בהפגנה זה כבר עובר בלי כלום)",
RT @ZVIKA68: הפירומנים שיוצאים לשרוף קלוריות.😜😜😜,
@Obar06485129 רומן זדורוב רצח את ארלוזורוב הוסף לרשימת קריאה מדהים,
@LamaAval הספר היחיד שאני בעד לשרוף,
@yeudi_Israeli @yarivop אני לא אומר שהוא לא היה מחבל. אני אומר שהוא לא *בטוח* היה מחבל. ולכן צריך לחקור.,
@Obar06485129 רומן זדורוב רצח את הבעיה של השמאל הישראלי ממליץ בחום על הגיליון החדש של עיתון גלובס ידיעות אינטרנט... #אוטוטורט,
@noam_fathi פתחי היה אנטישמי,
@Obar06485129 רומן זדורוב רצח את אשתו לשעבר אריאל שרון,
אל דאגה... מדובר בנוצרי אנטישמי....,
"@doron_konkol @yarivop אהה, אז יכול להיות שהוא כן ניסה לרצוח כמו אחיו הערבים... אז מה ההשוואה המטומטמת לנערים שנחשדו בזריקת אבנים בלבד וגם החשד הזה זה רק לפי פרסום המשטרה לאחר הרצח. לבינתיים במקרה הזה המשטרה מתבררת יותר ויותר כשקרנית.",
"פסחים לז מצב הינא בלחצי תודה-השפת אמת מסביר שזה שלב יותר מאוחר מ״קרמו פניה״(שלב אפייה בו כבר מותר לשחוט על הלחם את התודה, ובלבד והלחם ימשיך להיאפות עד לשלב של הינא).לפעמים מחשבת התודה עוד לא ״אפויה״ כל צרכה,אך אין בכך כדי לפגום במידה הטובה, ובלבד והיא תהפוך מצורה לחומר מוצק יותר.",
@Obar06485129 רומן זדורוב רצח את אשתו לשעבר מנהל פורום תמיכה וארגונים.,
"@Sharona_Ozeri @kirsh_tali איך אני אוהב שמלמדים אתכם מילים ואתם חוזרים עליהם כמו בבונים בלי קשר לכלום בולשביק, חמוץ, עוכר ישראל, אנרכיסטים, הפיכה שילטונית וכו׳",
"@DrDorSalomon @FakeYoel גדלת בישראל? היית ברשתות בשנים האחרונות? יש פה עורכי דין,כתבים,וסבתות משועממות שיסבירו לך בשצף קצף על הדוגמה המדעית השלטת והנכונה עד שתוטבל בכל נפשך ובכל מאודך,ובאם תתגלה ככופר יקועקע לך על המצח ""רוצח זקנים ותינוקות"". אל תופתע מכלום וקח מגבת.",
"@noamrivlin @noam03197279 @s26RtSdGdxfhFW1 @avribloch בניו של אטיל הובילו להתפוררות בעוד הוא איחד תחתיו את השבטים ההונים באופן חסר תקדים בהיסטוריה שלהם, וזאת בדיוק הנק'. ללא ז'אן ד'ארק סיכוי לא רע שעד היום צרפת הייתה תחת כיבוש אנגלי. לולא סקיפיו רומא הייתה נופלת בידי קרתגו, הישג שרק חניבעל מחזיק בו בדברי הימים של העמים הפיניקים.",
"@begood2021 @BToporovsky @yairlapid יש סיבה שהשמאל לא ניצח כבר 21 שנה. מסירת השטחים שאתם כל כך להוטים לעשות, לא מביאה ""שלום"" ולא ""שוויון"", אלא טרור, דם ומוות. דווקא בגלל שישראל מדינה חזקה, ולא נרמסת ורופסת, 4 מדינות ערביות עשו איתנו שלום (אמיתי) בתוך 4 חודשים.",
"אז מה היה לנו השבוע? 21.12.20 הערבים סוגרים כביש 6 , כנגד הפשיעה ואוזלת יד המשטרה . 28.12.20 רצח בלב כביש 6 מתחת לעיני המשטרה! 7 ימים תשובות ברורות.",
"@ivri99 @SababaYomtov @yaelshevach גדלתי במעלה לבונה וכל הילדות שלנו עברה במרכז רמאללה, כולל אבנים ירי באוויר של הריאות ועוד.",
"ניהול קריירה צריך להיות מקצוע לכל דבר, ספורטאים צריכים לשכור מנהל קריירה כפי שלוקחים סוכן או מאמן כושר. עצוב לראות איך עלי מוחמד הצליח לחרב לעצמו את הקריירה במעבר למועדון כושל כמו בית""ר ירושלים.",
@OrigRami17 @anerhaim1 פששששששששש מת לדעת אם אעפיל מתח רצח עד הסוף,
"@yarivop למה אינך מפנים , שכאן זו מדינת היהודים!! ידענו רצח, התאבדות באוטובוס ושאר מעשי טרור שנעשו ע""י אהוביך הערבים ולכן הם ראויים ליחס שציינת בציוצך!!!",
"האשימו כבר את הנערים שהיו ברכב עם אהוביה, ברצח רבין? ומה עם רצח אורלוזורוב?",
"@yeudi_Israeli @yarivop יכול להיות שאהוביה זל כן ניסה לרצוח כמו אחיו יגאל עמיר או ברוך גולדשטיין, או כל מחבל יהודי לבחירתך. אם כבר אתה אוהב להכליל.",
"@amsterdamski2 לא אצביע עבורו. אבל לדעתי המפלגה שלו תהיה שונה. הוא מגיע עם ניסיון מעשי. מה שאי אפשר לאמר על כל שרשרת הגנרלים או לפיד. סקרן לראות אם סוף סוף יהיה מישהו מהשמאל שינהל קמפיין שידע לגנוב קולות מרכז-ימין, או שהוא סתם יבוא להשמיד סופית את מרץ והעבודה.",
"״מאות אלפי ישראלים שהרסתי להם את העיר, שסתמתי להם אותה בפקקים, שלא טיפלתי בתושביה הדרומיים, שהשבתתי סתם איצטדיון, שנתתי לרוכבי קורקינטיים להשליט עליהם טרור ושסבלו מפקחי חנייה, קראו לי לרוץ״",
@Quark96283197 @arielplaksin1 @ivri99 @Roy_Iddan כמו שאמרתי. יש לטפל בטרור יהודי וערבי באותה נחישות. וזה כולל חקירות לא נעימות על מעשי טרור. דומא זה לא שכמה טרוריסטים יהודים שרפו תינוק? וואלה קצת יותר מחקירה מגיע להם לתפיסתי. אולי עין תחת עין. זו השפה שהם מבינים. ושמח שנוקטים כך. טרור זה טרור.,
*לוד עולה באש אבל המשטרה אכפת רק מכמה עבריינים *טרור חקלאי עולה בחיים וכסף אבל למשטרה אכפת רק מנוער גבעות *הפגנה בבלפור פצעה שוטרים ציוד ועוד אבל המשטרה תיתן מכות רק לחובשי הכיפות *בדואים בדרום בוזזים על ימין ועל שמאל אבל המשטרה עוצרת רק את מי שמגן על רכושו &lt;&lt;,
@yeudi_Israeli @arieh_king @roysharon11 @marzel_ba איך רצח? מילא הריגה,
@roiberenshtein זה הסגר ימח שמו,
RT @emmanuelgerstel: *לוד עולה באש אבל המשטרה אכפת רק מכמה עבריינים *טרור חקלאי עולה בחיים וכסף אבל למשטרה אכפת רק מנוער גבעות *הפגנה בבלפו…,
איזה חלש אתה עלי מוחמד,
@Aviohayon11 משקיף ראשי: עלי מוחמד,
@fcbeitar עלי מוחמד חסר ביטחון מאבד המון,
@Obar06485129 רומן זדורוב רצח את זה על עצמי בתקווה שהם מסכימים לקלוט ספרדית של החברה הישראלית,
"השייח 'מוחמד בן ראשד, סגן נשיא וראש ממשלת איחוד האמירויות ושליט דובאי, מוציא שורה של הוראות להארכת אשרות התיירים בחודש ללא תשלומים נוספים עקב סגירת שדה התעופה ומגבלות כניסה ברחבי העולם. הממשלה תבטיח שמטפלים בתיירים. כך צריכה הממשלה לתפקד 👏❤🇦🇪 https://t.co/mTDqESA5Me",
"@Ilan_Tsion תרדו מבנט ,מספיק לשרוף את כל המפלגות. תמשיכו ככה ,הליכטד לא יוכל להקים ממשלה",
@EinatWilf @GeraldNGOM @VivianBercovici @ICRC_ilot @FP_Champagne @CanadaDev @CanadaFP @ICRC @LindaFrum @BobRae48 @marty_morantz @CIJAinfo @DeputyPM_Canada @UNRWA ברור שאני ואת יושבות בצדדים שונים בשלוחן. הלא דבר חדש. לעצום עניים זה לא פתרון. להכריז שלא יהיה פתרון זה לא פתרון. אני בעד מדיניות של סיוע ביניים מאלטרנטיבות לסיוע מארגוני טרור.,
"@tadmorerez48 זה לא שהשמאל שולט סתם בכל אותם מוקדים, מדובר בארגון היררכי מסועף ומסואב. אגף חשוב נוסף בארגון הם הקרנות העמותות ושאר גופים עם שמות מיופייפים שממונים גם הם על הינדוס תודעה, וכמו כן על מימון גלגלי המהפכה בכסף אנטישמי זר. הפוליטיקאים הם האגף הנחות בארגון שלא תולים בהם תקוות רבות.",
@sweeteabae חבורה 1: היינו חבורה והיה ריב עליי חבורה 2: היינו רעילות רצח אחת לשנייה והן גם פיק מי גירלז מגעילות וגם שלישיה של חברות אף פעם לא עובד במיוחד שיש שתיים שהן חברות יותר טובות אז ניתקתי איתן קשר,
@BarashiKinneret @Ron_Huldai אם נלך לפי המודל של מדינות אויב הוא צריך להאיר את הבניין בתלתלים,
"@AlonShalev2 @moshe_primo @__HST @oofnik990 @sport5il @dan_elefant איך הוא יביא תארים עם תקציב של 20 מיליון שקל-הוא מכר שחקנים בעסקאות שלא חוזרות-מלמד+2 מיליון על דיא סבע,כמעט 2 מיליון דולר על מוחמד עלי",
"@elirazsade @EldadYaniv לא, החלוקה היא פשוטה: יש את החרדים לעתיד הדמוקרטיה, ויש את אלה שמוכנים לעשות הכל כדי לשרוף אותה. אתה תומך בהם",
"@venturasharona מפתיע ,באמת ימות המשיח",
@Obar06485129 רוזדורוב רצח את יכולה להתקשר ולהסביר מהר יותר,
"RT @DRY6f8QkEDHT9TN: ימ""ר - יחידת מכות רצח. יס""מ - יחידת סתם מכות...",
@Obar06485129 רומן זדורוב רצח את ארלוזורוב לא יודע איך קוראים לו והוא התרשם מאוד אוהב אותך,
@Obar06485129 רומן זדורוב רצח את זה על תקן פיצה עם חמין,
"דקה 24, בית""ר ירושלים משווה ל-1:1 נגד מ.ס אשדוד. כובש השער: עלי מוחמד",
@arnonsegal1 רצח אהוביה,
מוחמד כובש בטדי!,
@yaelshevach הייתי בכל מקום כולל עזה (צבא) ג'נין רמאללה ויריחו. אבל בערד מעולם לא הייתי,
קטין ערבי מוואדי ערה נעצר לאחר שנתפס משליך אבנים לעבר שוטרים https://t.co/fMNAwll9Fc,
RT @0404news: קטין ערבי מוואדי ערה נעצר לאחר שנתפס משליך אבנים לעבר שוטרים https://t.co/fMNAwll9Fc,
@doron_konkol @yarivop כי לא צריך לחקור כל חייל שהורג ערבי שמאיץ לכיוון חיילים.,
מוחמד נתן גול שזה נדיר כמעט כמו שהפועל כבשו גול,
"עלי מוחמד משווה את התוצאה בדקה ה24, 1-1 #יאללהמס❤️💛",
@Agent_liar עלי עלי מוחמד!!,
"@AidaTuma האסירים האלה הם מחבלים מורשעים. כן, חייהם שווים פחות מחיי האנשים אותם הם ניסו לרצוח. בטח ובטח אם המיסים של הקורבנות הפוטנציאלים הם אלו שמימנו את רכישת החיסון. מבחינתי גם זריקת של ציאנד למנוולים האלה זאת אופציה הגיונית.",
"@WashingtonExp לויד אוסטין סמך את ידיו על התכנית (שתכנן קודמו אדריאנו) שקבעה שיידרש להשאיר 18000 חיילים בעראק לאורך זמן, כדי שתתייצב. כשממשל אובמה החליט על נסיגה מהירה ומלאה הזהירו אנשי המקצוע מקריסת עראק, חידוש מלחמת אזרחים ועליית גורמי טרור חדשים (הכל התממש). אוסטין היה היחיד שיישר קו עם&gt;",
@DkxNzXGjab3yWBG לא מחבל,
"תיקון טעות: על השלט חתום באופן אישי איסמאעיל הניה והיא הוצב בעזה כנראה על ידי חמאס. תשומת לב להשקעה בלוגו שבו נכתב ""שהיד אלקודס"" המשלב בין כיפת הסלע לבין הטבעת המפורסמת של קאסם סולימאני. https://t.co/HbBHtLXQEY https://t.co/1npoA0NXf3",
"#תמונות| עבודת צוותי ההגנה האזרחית בכיבוי השריפה הגדולה שפרצה במחסן בצפון רצועת עזה, ביום שני בערב. https://t.co/ifNqI966Sc",
@anoiderzzz הייתי בסטלה רצח ועכשיו התעוררתי אחרי 16 שעות,
"@Tzach10 וגם לברר לאן נעלם עידן הכריש אגב שם של טייס, פעם עבדתי משרד ליד שחר ארגמן ובהזדמנות כלשהי הוא סיפר איך הוא סחב על כתפיו, בעודו פצוע, מחבל גדול מימדים. הוא גבר די קטן, יש לציין. עד היום כשאני רואה מחבל שמן אני מרחמת על המטכליסט שנאלץ לרוץ איתו על הכתף.",
@Obar06485129 רומן זדורוב רצח את כל הפרטים שלי,
@0404news ערבי קטן שלמד לשנוא ויופי שעצרו אותו. האמת שעל השלכת אבנים מגיע לו יותר מסתם מעצר.. אבל זה ערבי עם תעודת זהות כחולה ומכאן שלא פגעו בו פגיעה קשה של ממש,
@13mika09 מושלם אבל מה עשית לעצמך עגיל את משוגעת???? זה מסוכן רצח חיים שלי אל תעשי את זה שוב,
"ברק כהן וסדי בן שטרית, אינם בני אנוש. הם גם לא בהמות. בהמות הם יצורים טבעיים. שני הנ״ל הם סטייה חמורה של הטבע האנושי. בעלי טבע כאלה היו הטיפוסים הנאצים שעסקו בהשמדתנו במחנות. ימח שמם של אלה ושל אלה. https://t.co/fW2vmN2k1t",
@oranmikel הוא ימות מקורונה עוד לפני הבחירות. או מהרעלת בשר כלבים 🐕🦮🐕‍🦺,
"@IdoSilvera לא די נו המימ הזה כבר חרוש זה היה מדיםםם כשעשו את זה על רדבון וsomeone that i used to know אבל מאז כל אחד כזה זה הריסה של קלאסיקה ועוד לשלב את זה עם טונה סמה, אני רואה כבר ילדים בני 14 מתחילים לשמוע גמבינו",
@Billyth54248231 @batelkol 72 שנות כיבוש,
@noam_zelcer @yaircherki לשרוף גופות בשביל ימבה כסף? בדוק! איפה נרשמים? . לג בעומר בגרסת 2020. או אולי לשתול באדמה ולעשות יערות זיכרון- לקדם קבירה אקולוגית- לא צריך לשטוף התולעים אוכלות הכל. מקומפוסט באנו ולקומפוסט נחזור,
@Obar06485129 רומן זדורוב רצח את כל מה שאני רוצה לעשות,
@YKanot @amit_segal אני לא מצפה משמאלני שיחוס על חיי אדם בטח לא על יהודי אני מאמין שאם זה היה ערבי היתה מזיל דמעה! ספק יהודי,
@k123soko פשששששש אני בודקת את הדעה של הבחור לפני הדייט.. הסיבה: לא בא לי להיכנס לכלא על רצח בגיל צעיר🤷‍♀️,
ערבי טוב זה ערבי כובש. https://t.co/fxkaekjg6h,
@ranlocar @Israelican @chanamel1 שתי בעיות בטענה א. ניתן לרצוח בלי לירות קליע בודד ב.לרכב בילוש אין מערכת קריאה,
"@noam_zelcer @yaircherki לא. אפשר פשוט לקבור אותם וזהו. יש מגיפה בחוץ, ואף אחד לא ימות (בשנית) אם הוא לא יעבור טהרה.",
אני מאוד מקווה שלרון חולדאי יהיה שכל לשלב ערבי בצמרת הרשימה שלו.,
"@ShanyHadas הכריש בטח טרוד בבעיות הברכיים שלו. מי יודע,אולי גם הוא סחב על כתפיו מחבל גדול מימדים.",
@Obar06485129 רומן זדורוב רצח את ארלוזורוב הוסף לרשימת קריאה *של יובל שרף*,
"הנאשם השחית גם את עוזי דיין דבריו נגד ח""כ שאשא ביטון מחליאים דיין הקים ב 2005 את מפלגת ""תפנית"" ש""חרטה על דיגלה את המלחמה בשחיתות השלטונית""! לרה""מ קרא ""האבא של המושחתים"" ו""אויב הציבור מס' 1"" טוב אז זה היה שרון ולא ביבי. זקנתך דיין מביישת את משפחתך ואת נעוריך. טול קורה מבין עינייך.",
