text,label
 רוצח את יאיר על רקע חילול כבוד המשפחה,Negative
RT: הבוקר פורסם שהמחבל שנעצר באשמת רצח אסתר הורגן הוא בעל עבר של פשיעה לאומנית. אתם יודעים מה זה אומר? זה אומר שהפיגוע האכזרי י…,Positive
" ערבי פושע מועד, שירו עליו במהלך שוד כדי להפחיד אותו, ובפועל הוא נהרג - היורה שלו - אדם תמים שומר חוק - נעצר מיד ונאשם ברצח (!) וכאן ילד יהודי תמים ויפה, שבסך הכל נסע במכונית בארץ שלו, הרוצחים שלו משוחררים לחופשי ואפילו לא נחקרו (!) #בושה_וחרפה #דם_יהודי_הפקר",Positive
"ברצועת עזה מוסיף חמאס לשגשג ולפרוח, בחסותה ובעידודה של ישראל. ביום מן הימים נשלם מחיר כבד על שאפשרנו לחמאס, תחת עינינו הפקוחות, לבנות באין מפריע מערך טילים המכוון נגד ישראל&gt;&gt;| https://t.co/363zDF2CQo",Positive
 לא מתעייפים..וואלה אם הייתי ערבי או חרדי הייתי ממש שוקל להצביע לו.הוא פשוט יזרוק עליהם כסף,Positive
 כאילו אני די ליברלית ויותר נוטה לכיוון שמאל אבל כל הקטע של פלסטין זה בולשיט,Negative
 אתה ערבי ? לא סתום,Negative
" אין שום סיבה מחייבת שאדם שנאבק למען השתלבות ערבית בחברה יהיה ציוני. ציונות היא תנועת הלאום של העם היהודי, אני לא מצפה שבן לאף עם אחר יזדהה עם התנועה הלאומית שלי ובוודאי שאני לא רואה עילה לבקר בני עם אחר על כך שהם לא עושים זאת.",Positive
במשטרה מעריכים כי יש קשר בין רצח תושב לוד שישב במכוניתו בלילה לבין הירי בשני נוסעי רכב שיצא מלוד כעת בכביש 6. לפני שנתיים בדיוק אותו סכסוך ארוך בין שני ארגוני פשיעה גבה שלושה קורבנות ביום. אז היו אלו בני זוג ליד להב 433 ואדם חף מפשע שנקלע לנקמה בעקבות הרג הזוג צילום: איחוד הצלה https://t.co/pHe3g3ty3o,Positive
 עוד מעט הוא יגיד שגם התיק נגד נתניהו נרקם כנקמה על רצח רבין. ביביסט קטן שלי.,Positive
" אז להגיד בקצרה ""ערבי"" במקום ""גדל בעזה"" זה גזענות?",Positive
RT: מחבלים לפני אזרחים. בימים הקרובים הולכים לחסן מחבלים לפני אזרחי ישראל ולפני אלפי משפחות שכולות ונפגעי טרור. כלומר שהמחבל הר…,Negative
" השלכת אבנים על מכוניות : טרור במלוא מובן המילה, יהודי או ערבי",Positive
"הסכם אוסלו הוא כוזריה החדשה. המוסלמים שם לא מעניינים אף אחד, ובטח שאסור להכניס לשם ישראלים, פלסטין היא כוזריה החדשה, שתי מדינות לשני עמים שבירתם (ביחד) ירושלים. נוכלים. https://t.co/twoEodB9SH",Negative
" רגע, אז את מסכימה שאתם חיסלתם מתווה הרחקה? נו, ואיך זה עבד לכם?... אני שומעת שגם המיליונים שנתניהו הבטיח, איכשהו פחות הגיעו. ואגב, אם כל כך דחוף לך להרחיק רווקים ולהשאיר משפחות, למה את מתעקשת בעקביות לאיים, להפחיד ולהטיל טרור דווקא על ילדים???",Positive
" ברגע שתבין שהחוק לא מפריד בין טרוריסט יהודי למוסלמי, תחשוב על הסיבה ותבין שאי אפשר לחוקק אתזה בצורה שלא תהיה מבוססת גזע. ותבין שאם אתה רוצה שטרוריסט יהודי לא יקבל כדור, החיילים בשטח צריכים להבין שיורים בסכנת חיים. ושיש משמעות לרוח צהל.",Positive
 שיריונים מעולים!!! חסר לי ערבי ברשימה,Negative
" אני מסכימה עם שאר הדברים שאמרת בציוץ, ונכון, השקפת החיים שלי היא חיה ותן לחיות - כל עוד אתה לא פוגע באף אחד אחר. חושבת שלנסות להיות פה ניאטראלי לא יעבוד, אנחנו חיים במציאות שבה אנחנו מושפעים מהסובבים אותנו, מהפוליטיקה, והחלטות שלטוניות. וכן, זה גם משפיע על מי יחיה ומי ימות.",Positive
"אם מישהו רוצה לבדוק את הסבלנות שלי, אז אני מחכה בגבורה כבר 4 חדשים ! ! ! למשלוח מחו״ל, איזה יופי ואיזה תעצומות נפש גיליתי על עצמי שלא הפכתי להם שולחן על הראש + לתבוע אותם משפטית + לשרוף להם באישון לילה את המפעל. משהו אני.",Positive
" בהחלטותיו ביבי יותר שמאל ממרץ, ויתר על סיפוח הסכחם ל2 מדינות, מתחבר למפלגות הערביות, תומכי טרור לדבריו, הסכים למסירת נשק קטלני דובר שוויון למדינות ערב, את זה גם מרץ לא היו עושים. רוצים שמאל קיצוני הצביעו ביבי",Positive
" עשה הרבה למען המדינה, נלחם בלבנון למען המדינה, נכה למען המדינה. הרבה יותר מהרבה פייק ציונים שלא עשו דבר אך מדברים מלל רב על מדינת ישראל. להגיד ציוני זה קל. לעשות את מה שהוא עושה זה קשה. עושה הרבה יותר מסמוטריץ וחבורת נערי הגבעות שלו שזורקים אבנים על חיילי צהל",Positive
"לגמרי. נשאר רק שהילדז יתחתן עם ערבי/ה מוסלמי/ת, ונברך עושה שלום עלינו ועל כל ישראל ונאמר אמן. https://t.co/PXWooyxcAB",Negative
 כמה קשה לך להפריד בין ערביים אזרחי ישראל לבין תומכי טרור מי שמצביע לליכוד הוא לא תומך טרור הנכדה שלי בת חמש היבינה,Negative
 בעיקר 53 שנות כיבוש ושליטה על אוכלוסייה אזרחית גורמים למדינה להיות בתזונה באיסוף מודיעין אזרחי 🤷🏽‍♂️,Positive
 זעקת כאב?! הבנאדם פאקינג מחבל כל תמיכה בו ולו הכי קטנה היא בזויה,Negative
"עוד פלסטיני שחייו השתנו לנצח בגלל מפגש עם חיילי צה""ל. עוד ישראלי שהלב שלו נאטם עוד קצת מוכן להיות אזרח מן השורה במדינת ישראל. אין מה לראות פה https://t.co/sdcbBWlNPr",Negative
"RT: אני לא כל כך מבין למה אנשים מופתעים שההחלטה הראשונית לסיים את הלימודים בשעה אחת התקבלה כדי ""לייצר תחושת סגר בציבור"". נתניה…",Positive
 היו פה ערבים אבל לא קראו להם פלסטינים.עד שנת 1948 בעולם תמיד היו משייכים פלסטין לעם יהודי.,Negative
"RT: והנה התמונה האהובה עליי (באדיבות אוצר תמונות הפלמ""ח, כמו הצילומים הקודמים), שמספק הצצה לאישיות. צולם בביירות, בזמן שיצחק…",Positive
" גם אצל איסלאמיסטים (ג׳סטה שהפכה מזוהה עם דאעש) יש ענין עם אצבע מופנית למעלה שמסמלת ״תווחיד״, אין אלוהים מלבד אללה",Positive
" חארטה!!! רוצח אסתר הורגן,אינו ערבי!!!",Positive
" כן , אם הוא שומר שבת אז זה די מוכיח באופן מוחלט שהוא לא אנטישמי. יש לי תחושה שמבחינתך אנטישמי זה מילת גנאי כוללנית לאנשים שאתה לא אוהב בלי שום קשר למשמעות האמיתית של המילה.",Negative
 אבן הורגת אם הוא זרק אבנים בחר לעסוק בטירור וטוב שנוטרל מי שעוסק בטירור ערבי או יהודי טוב מאוד שימות טרור הוא טרור,Negative
 ממתי הערבים הישראלים אוייבים שלנו?? יש ערבים ישראלים בצבא יש ערבים ישראלים בבתי חולים יש ערבים ישראלים שאוהבים את המדינה האוייבים שלנו זאת הרשימה המטונפת אלה שמהללי טרור אלה שמשתפים פעולה עם האוייב שמחתי לעזור ❤,Negative
 שהכלבים שלך ילמדו לא לתקוף חיילי צהל אז כל ערבי שיתקוף חייל צהל דמו בראשו הנה תיקנתי לך ימעפאן,Negative
" פתגם ערבי עתיק אומר: ان كنت كذاب ـ افتكر אם אתה שקרן, חשוב היטב בטרם תשקר. אם אתה שקרן , עליך להיות בעל זיכרון טוב, לבל יחשפו את שקריך. הבנת حمار كبير חמר אל כביר https://t.co/4M8zMDiSUZ",Negative
 כן איזה כיף זה שיתוף פעולה עם תומך טרור,Positive
"בדרום הר חברון נורה אתמול בצווארו צעיר פלסטיני כי לא היה מוכן לוותר על *הגנרטור* של משפחתו! בסילוואן קיבלו השבוע עשרות תושבים פלסטינים הוראה להתפנות מבתיהם! ברחבי הגדה השתוללו פעילי הימין הקיצוני, תקפו שוטרים וערבים, ושלשום מאהל המחאה בבלפור הוצת! https://t.co/74UCPPpRJ0",Negative
" עוד דבר שהשב""כ הביא הוא... הקמת תנועת החמאס. הם חשבו שהם יישבו במאדרסות ויהיו בחורי ישיבות עדינים. פחחחח. וכך, הגענו לאינטיפדה הראשונה. עם ערפאת ברמת מנהיג עולמי בעל הילת מהפכן, הפלסטינאים הפכו לדויד עם האבנים נגד גולית הישראלי. תשתית חמאס התחזקה בשטחים. &gt;&gt;",Positive
 נוער הטרור והגבעות. ההבדל בין מחאת בלפור למחאת טרור,Negative
" זה אנושי לא לקבל את ההפסד, אבל טרור זה דבר לא אנושי על כל צורותיו. הסיבה שהפלסטינים תקועים מאחור היא שהם מאז ומתמיד התמקדו בחזון בלתי אפשרי. הם זה אומר שאני לוותר? לא, כי הם בעיה גם שלנו ולא רק של עצמם.אבל כדי למצוא פתרון צריך למצוא את הבעיה,והבעיה היא בהחלט בהם.",Negative
 אחי המורו סאגה הייתה טובה רצח על מה אתה מדבר,Positive
"בחיזבאללה אומרים כי הפיצוץ שאירע הבוקר בגבול לבנון - ישראל, אינו קשור לארגון הטרור שלו. ''מדובר בפעילות צה''ל בתוך גבולות פלסטין הכבושה''.",Negative
"השר לשיתוף פעולה אזורי אופיר אקוניס הגיע היום לניחום אבלים בבית משפחת הורגן בטל מנשה: ״פגשתי משפחה יהודית גאה, ציונית ואוהבת עמה וארצה. זאת היא מורשתה של אסתר הי״ד שנרצחה על ידי מחבל אכזרי: לבנות, ליישב ולחזק את ארצנו ועמנו.״ https://t.co/rqk4LiErVI",Positive
"כל מילה בסלע. על זה נאמר , ביביסט עוכר ישראל גם אם יראה את המושחת אונס את הנכדה שלו , ימצא צידוקים והבנות וימשיך לתמוך בו. https://t.co/MXPo05gAag",Negative
" אמרתי שאני לא מעריכה?? זה לא קשור לכך שאני רואה בעיה בכך שבחברה הערבית כאן המילה ציוני היא עלבון וחבל לי שיוסף מתנער מההגדרה הזו, וכנראה זה מתחבר להתנגדותו לחוק הלאום.",Positive
" הנה עוד ערבי, שמגדיר עצמו כציוני גאה. https://t.co/yQnaT0cW2L",Positive
לחובבי הצ'יזבטים - נסראללה מספר שאסד הסכים לפני המשבר בסוריה להעביר טילי קורנט שקנה מרוסיה לרצועת עזה וזאת בעידוד קאסם סולימאני וחיזבאללה וכו' שהעבירו את הטילים. מחמם אטריות ישנות כדי להראות כמה אסד סייע לפלגים בעזה וכו' #מרגש,Positive
 האחד של נסיך מצריים רצח אותי אמאלה,Negative
 פלסטיני מיידה אבנים = איום על אזרח ישראלי = פגיעה בביטחון אזרחי מדינת ישראל = פגיעה בביטחון ישראל. ישראלי מיידה אבנים != איום על אזרח ישראלי != פגיעה בביטחון אזרחי מדינת ישראל != פגיעה בביטחון ישראל.,Negative
" אחמד יא מחבל, של נעליך כשאתה מדבר על איוב קרא. אפס. טרוריסט. חוצפן. אל תעז להקניט את איוב קרא. אתה לא מגרד את הקרסוליים שלו.",Negative
"אם אתה פלסטיני ואתה מתנגד, מסיבה בלתי ברורה, להריסת ביתך, השוטרים לא ישכחו אותך ויפליאו בך מכותיהם בהזדמנות הראשונה https://t.co/GEWwf7QjZu",Positive
*פלסטיני זורק אבן על חייל והחייל מתרחק* בנצי גופשטיין: בושה! ככה חייל מתנהל מול מחבל?!?! מדינה של כוסיות! *4 נערי גבעות זורקים אבנים על אזרחים ואז בורחים מהמשטרה עד שהרכב שלהם מתהפך* בנצי גופשטיין: ככה אנחנו מתייחסים לנערים מסכנים מלח הארץ נשמות טהורות?!?!,Negative
 אז לדברי השוטרים לרצוח ערבים זה סבבא?,Positive
"RT: 5 ימים חלפו מאז נעצר הרוצח של אסתר הורגן, הי""ד, אבל בית המחבל עדיין עומד על תילו! כל יום שעובר מבלי להורס את הבית, פוג…",Positive
מחצית שניה שלא נראיתה מקרית לגמרי (ראשונה מבישה) ספורי נראה טוב זוסואה מככב וכמעט רוצח שחקן יריב. שפיות?,Positive
" זה בעיקרון נכון. אבל מתנחלים (ואתיופים) נמצאים קרוב קרוב לאי ליסט, כשרחוק מתחת נמצאים ערבים ישראלים (או פלסטינים ואפריקאים בלי אזרחות, אני לא יודע אם הם בכלל ברשימה) אז להזכיר את הנושא בהקשר של יהודי מתנחל שנהרג, זה לא מתאים.",Positive
" אם לא היה ברור ששתי ילדות פלסטיניות שנהרגו  לאחרונה במזרח ירושלים ,נהרגו  מירי שכניהם  אז השמאל היה לא מפסיק לדרוש  לחקור את מותם של רפיף מוחמד קראעין וחברתה. https://t.co/VAX5nHS7Qi",Negative
"כבר יום רביעי שאנחנו תחת מתקפת רוחות מזרחיות קשות. האויר מחושמל קצת ומשבים של עשרות קמ""ש מעיפים חפצים, גורמים נזקים ויוצרים רעש קקופוני כמו אנסמבל מהגיהנום. רק סיפור אחד מנחם אותי בימים כאלו- בימים שרבי נפתלי מרופשיץ שהה אצל רבו, ה'חוזה' מלובלין, אירע פעם אחת שהשתוללה סערה עזה&gt;",Positive
" לגנוב כמות כזו של תחמושת זה מבצע בפני עצמו. יש פה הרבה שאלות. האם הגניבה התבצעה בפעם אחת?. אם כן אזיי היתה התרשלות בשמירה. אם הגניבה היתה לאורך זמן איפה הפיקוח והבקרה? מה הצבא עושה עכשיו בכדי להבטיח שמקרה כזה לא ישנה בכל הבסיסים. מה השלב הבא: גניבת מטוס, טנק, כיבוש בסיס.מה ?",Negative
" ביטול הריבונות. תשלומים לארגוני טרור. מסירת שטחים. כלכלת וועדים ומונופולים בשליטת מקורבים, הצביע בעד ההתנתקות, מסר את חברון לערפאת, התנצל על המרמה, פעל תמיד להקים ממשלות שמאל,תומך במדינה פלסטינית, להמשיך? רק להסתכל על העובדות, זה כל מה שצריך.",Positive
" 300 זריקות אבנים מצג ערבים כל יום. עכשיו, כשמסתבר שמותר לבצע בהם פיגוע דריסה ונוסח פגע, ברח, והסתר ראיות - זה יועיל מאד למגר את האויב",Positive
"להראות לכולם שלמרות שזאת היד ""רגילה"" הלבשתי עליה את יד שמאל, את כוח העל שלי. אני גאה בכוח הזה והוא מאפשר לי לראות אתכם ודרכם תוך שניות בודדות. אז ראו הוזהרתם. אגב אני לגמרי עושה את זה כי זה מגניב רצח. כמה מגניב? כל המשפחה שלי זרמה על זה והפכנו את זה לקעקוע משפחתי.",Positive
" יום אחד תבינו שלטרנספר יש ערך חיובי, מאפשר לכל עם לחיות עם החרא שלו בלי שצריך לאכול זה מהחרא של זה. כרגע אתה במגזר הבת יענה. אסור לך להשתמש במילה ערבי אז מצאת את המילה ""מנאייכ"" שמותרת בברנז'ה. זה מצחיק לקרוא אותכם.",Negative
פינו את הבניין שלנו באוניברסיטה בגלל חפץ חשוד ואיזה מסכן הולך להגיע ולראות שפוצצו לו את התיק. תגידו - מתי בפעם האחרונה בכלל היה פיגוע שכלל השארת מטען במקום ציבורי? מתישהו בתחילת שנות התשעים לא? (זוכרים ״בורות ביטחון״?),Positive
 התבלבלת ארנון. כיבוש והתנחלות הם לא ציונות.,Negative
 דווקא זורם לי שקרים רצח,Positive
 חיה אהוביה היה מחבל,Negative
" בוא אני אסביר לך כי כנראה אתה מתקשה- אם אתה תגיע להפגנה מאושרת על ידי המשטרה, שם ישפריצו עליך מהמכתזית בקור הירושלמי, וכשתנסה ללכת משם ידחפו אותך שוטרים, אם תצלם אותם הם יעיפו לך את המצלמה כי ""זה מסנוור"" למרות שאין פלאש. ירביצו לך מכות רצח בלי לעצור אותך אפילו &gt;&gt;",Positive
" להבא כשנהרג נער פלסטיני בהקשר דומה, אשמח לראות ממך סרטון דומה. בברכה,",Negative
 אפילו את רצח אורי אנסבכר לא ציינו ב2019. מפלצות.,Negative
 אחרי שהוא ימות בגלל שהכנענים היו צריכים להגיע לסף מסוים של שחיתות על מנצ שזה יהיה צודק שישראל תכבוש ותהרוג אותם אז גם אם אנחנו סובלים כרגע זה בגלל מעשה ידינו ),Negative
"RT: מחבלים מעזה: *יורים רקטות* צבא: מפגיני בלפור: *מציתים מדורה בכביש הכניסה לירושלים* משטרה: מחבלים בבעל חצור, קדום וכלל איו""ש:…",Negative
נתניהו הוא שקרן נאלח וציני רק בתחילת מרץ שבוע לפני הבחירות האחרונות אמר בהודעה בעמוד הפייסבוק שלו “הערבים רוצים להשמיד את כולנו” https://t.co/C5rDdclFpz https://t.co/lti7I4BH8P,Negative
" יהודי לא רוצח יהודי אלא אם הוא ערבי וערבי לא רוצח ערבי אלא אם חליל ג'ובראן שמו והוא ערבי טוב, ערבי עםעט. יהודי לא רוצח יהודי אלא אם היהודי הוא יונה ואמיל שמו של היהודי המת אלא אם יא חביבי אמיל גם ערבי הטוב עםעט.אגב,לגבי ליברמן , לא ברור מה איווט לערבים.",Negative
נשיא אירן מאיים על טראמפ ואומר הוא ימות בתוך כמה ימים https://t.co/YAfIeEuLR0,Negative
 אוקיי מצאתי את זה ביוטיוב הולי שיט זה פשוט מושלם יצא רצח על השחקנים שלו ועל הקהל של הקבוצה ולמי שלא מכיר. שווה צפיה https://t.co/zZQdUtoszu,Positive
"אלוף החיסונים בצפון. האח, מוחמד דבאח, מחזיק בשיא חיסונים, של כ-835 חיסונים במהלך השבוע הראשון למבצע, בו חוסנו במחוז חיפה וגליל מערבי של כללית 30 אלף איש&gt;&gt; https://t.co/Jj3cdO06Hp",Positive
 וואי זה משפיל רצח,Positive
"RT: האלימות הזאת של האבנים פסולה ואין לה שום מקום. לצד זה אני שאני נגד כל הפגנה בתקופת הקורונה, מרגישה שההפגנות נ…",Positive
"על טרור: ״האיש המהלך ברחוב – יש לו זכות לחיות רק משום ורק במידה שהוא מכיר בזכותי שלי לחיות; ואולם, אם יש בדעתו להרגני, אין לו שום זכות קיום, וכלל זה חל גם על עמים״. על הסכם: ״הדרך היחידה להגיע להסכם היא קיר הברזל, כלומר כוח בא״י, אשר שום השפעה ערבית לא תוכל לקעקע את יסודותיו.""",Negative
"לבקשת המשטרה, שופט האריך את איסור הפרסום שחל על חקירת רצח אסתר הורגן בשומרון. הצו יישאר בתוקף לפחות עד אמצע ינואר #משטרת_הצווים https://t.co/qcyRKDcYek https://t.co/TqMTNhNrPE",Positive
 תתפלא לשמוע הוא גמר על עצמו אצל אלוקים.לבינתיים מקבל עוד חבל החזיר הנהנתן ימח שמו ויאבד זיכרו,Negative
 האנרכסטים מפיצי המחלות ימח שמם,Negative
"סמא עבד אל האדי, הידועה בכינוי סקאי ווקר, ה DJ מנבי מוסא, שעוררה זעם ברחוב הפלסטיני, נעצרה ע'י משטרת רמאללה, בהוראת התובע הכללי. הרשות הפלסטינית מנסה להדוף את הביקורת הציבורית עליה כמי שאישרה את המסיבה שפגעה ברגשות המוסלמים. אביה סיפר כי מדובר בצילומים לערוצים זרים.",Positive
" די נמאס לי לחזור על עצמי, אין הבדל בין פושעים בסוגים שונים, אם יש מבחינתך הבדל אתה גזען. לא לקרוא למשטרה על הבן שלי, זה לא כמו לא לקרוא למשטרה על ילד טרוריסט שלך. יאללה צאו",Positive
"מומחים: ""מחנות ריכוז? רצח עם? נגיף הקורונה? לראשי האיחוד האירופי יש דברים חשובים בהרבה בראש - בעיקר - כסף"" https://t.co/jSuFXfPCTw https://t.co/RFDz8QDCWw",Negative
 רק בגלל הנימוס הייתי משחררת את פלסטין,Positive
 ואת זה לא יפרסמו חס וחלילה בחדשות של הערוצים המסחריים וערוץ 11 שאנחנו משלמים עליו ... כמו שאמרת לא היה רצח אז הכל טוב....עצוב,Positive
" תמיד שמח לבקר (אחרי הסגר), אבל הנקודה היתה שמכונת יחסי הציבור של החקלאות מתעלמת מהפיל בחדר - שברוב רובה של הארץ ימי ״העבודה העברית״ נגמרו מזמן ושהענף הפך תלוי לחלוטין בכוח עבודה זול, בעיקר תאילנדי וקצת פלסטיני",Negative
 אם הוא לא יהיה .. נבריא בלי קשר.. לעזאזל איתו עוכר ישראל. בטח מישהו אחר יתעסק עם זה,Negative
"מתיחות שיא במפרץ | גורמים במערב מעריכים שלאיראן אין אינטרס לבצע פיגוע נקמה לפני 20 בינואר, יום כניסתו של ביידן לבית הלבן. הפרשנות של https://t.co/zOpKikG0pB",Negative
הרשפ' הגיד שצהל' הפך למכונות הרג ורצח עם תקרית שהיתה בפינוי של מקום לא חוקי בחברון בשטח ישראל ביקשו הצבא לפנותו וניזרקו עליהם המון אבנים והם פתחו ביריי כי היו שם מאות פלסטינים כתוב.מול כח צהל' שהיה הרבה פחות אנשים. וזרקו על צהל' אבנים גם כבדות מישהו פלסטיני ניפצע אנוש או קשה שם,Negative
"RT: השמאל מעודד פיגועי טרור. ד""ר צאלח אלנעאמי ""חוקר ענייני ישראל"" שחי בעזה מתרגם לערבית את הציוץ של מוסי רז לפיו נצא מהשומרון כפ…",Negative
 הילד שלה היה מחבל תפסיקו לתמוך בטרור,Positive
"RT: הנה עוד ערבי, שמגדיר עצמו כציוני גאה. https://t.co/yQnaT0cW2L",Positive
" עיזבו אב""ח הפך לטרחן שמחמש לנו את השכל עם מילים מפוצצות שבסוף בסוף אומר רק ביבי. לא מאמין לו בשיט, לא מאמין לביביסט שמכיר במסוכנתו של הנבל מבלפור ועדין משמש שופרו. אם זה בשכר ניתן לקבל אחרת הוא סתם עוכר ישראל.",Positive
"אני גם רוצה לשחק במשחק של עמית סגל. תארו לעצמכם שנער ערבי זרק אבנים על מכוניות יהודיות, איכשהו קרה לו נס ולא ירו עליו, אבל היום נהרג בתאונת דרכים כשרדפו אחריו. עכשיו תארו לעצמכם שהחברים שלו לכפר מפגינים על מותו באמצעות השלכת אבנים על השוטרים והצבת עגלת תינוק מול מכטזית",Negative
"RT: מברך את ממשלת סלובניה על ההחלטה להגדיר את כל חיזבאללה כארגון טרור. יותר ויותר מדינות נוקטות בצעדים רציניים נגד חיזבאללה, המ…",Negative
"640 מאומתים אתמול בי-ם. 245 שכונות חרדיות(38%), 225 כללי ומעורב(35%), 107 מזרח העיר(17%), 63 לא משוייך. תלמידים מאומתים: 103 חרדי(65%), 37 ממלכתי(23%), 18 ערבי. % חיוביים שבועי: 15.9 ערבי, 13.9 חרדי, 7 כללי ומעורב. מאושפזים: 93 ערבי (102 אתמול), 62 כללי ומעורב (63), 32 חרדי (28)",Positive
 אני מרחמת על הפיטבול בטח היצור הזה עושה לו טרור.,Positive
" בס""ד הנה הסרטון של רשת SKY NEWS של אוסטרליה. עם תרגום אוטומטי לאנגלית (לא מדויק אך העקרון ברור) כך נראה השמאל האנרכיסטי/קומוניסטי/אנטישמי/פרו-טרוריסטי בארה""ב. יאיר לפיד כנציג סינדיקט השמאל העולמי בארץ הקודש, מתקנא בהם. https://t.co/DT8jzv4LsC",Negative
 יקרה אסון = המפגינים ירצחו שוטר\ערבי?,Negative
" עמוד ענן: קיבלתי צו 8, הייתי שבוע על הגבול של עזה, רקטות מתפוצצות מעליי, ושבוע של חוסר ודאות אם אתה נכנס לקרב או לא. צוק איתן: חברים שלך מתים, חברים שלך נלחמים שם ואתה לא יודע מה איתם, ואת לא יודע למה לא קראו לך, ואתה חוטף מכות מהעכברים של הצל כשאתה מפגין נגד המלחמה. כיף.",Positive
אתמול ילד מהכיתה שלי רצה לרצוח אותי,Positive
ראיתי עכשיו סרטון שמישהי התקשרה ללואי ופשוט אמרה לו לעקוב אחריה ושהוא ימות ושהתינוקת שלו ימות ואני פשוט בהלם מכמה אנשים יכולים להיות גועל נפש,Negative
"עוכר ישראל, אנרכיה זה לשעבד את כלכלת ישראל בלי תקציב בגלל שראש הפשיעה השילטונית שאתה משרתו מעוניין בכך לצרכיו האישיים והמשפטיים. לך. https://t.co/k32R71yCNa",Positive
" הנה, בבקשה 👇👇👇כוונתך שאתה ״לא ציוני״ אך לא מתנגד לציונות?... יעני, ״לא תומך בזכותו של העם היהודי להגדרה עצמית, אבל אם הם מתעקשים, סבבה?״ הציונות אינה מונח דתי ולא בטיח, אלא תפיסה מדינית נטו: מדינת העם היהודי. אי אפשר גם להתנגד לתפיסה זו, או סתם לא להחזיק בה - ולתמוך בישראל. https://t.co/Q9QBD4d90p",Positive
"RT: אני רוצה להגיד לכם משהו, אני הימני הכי שמאלני שתכירו. הכי ליברל. הכי פרוגרסיבי. חוסר ההסכמה שלי עם השמאל הסתכם בעבר למשנה כלכ…",Positive
" מדובר בזו שפרסמה מאמר של אורי אליצור שקרא לרצוח פלסטינים בפוסט שהיא עצמה מחקה ויום לאחר מכן נרצח מוחמד אבו חדיר, כן?",Negative
" אבל השיטה מאפשרת לפסול מועמדים (השמאל ובגצ, אופס אמרתי את אותו הדבר בטעות, פסלו את בן ארי). יש לנו חכים תומכי טרור שאיתם רוב הכנסת לא מוכנה לשתף פעולה (חוץ ממרצ והליכוד) והם פוסלים את רשימתם בגלל דיעותיהם. אני לא מבין מה אתה טוען פה. במחילה, הרב.",Negative
"הקניון בשישי עבד אש, ואתמול עבד רצח, אומר בעל החנות לחבר שלו כאן ברחוב, רק אותנו הורגים",Positive
"מישהו עיצבן אותי הוא כתב ככה תגובה על מה שהגיד הרשפ"": הפלסטינאים חיים במושגים של העבר הרחוק , שהיהודים צריכים לחיות בגלות , אבל למען עתיד איכותי של עמי האיזור , נכון יהיה , שיקלטו את הפלסטינאים מרצועת עזה ומיהודה ושומרון , כשם שמדינת ישראל קלטה את יהדות ערב וגם ממדינות אחרות .",Negative
"כשאתה ממש רוצה בית מלון עם לימודי תואר שני אבל אין לך אומץ אפילו לעשות ""בכאילו"" פיגוע. https://t.co/gFFqpDpYue",Positive
 מה זה? מחסל של דאעש מחובר לאק״ג 😱🤣🤣🤣🤣,Positive
 חתיכת 0 מפגר!!! אנטישמי!! דפוק!! אתה באמת מביא טבלה של הדיקטטור ליברמן?! עד כמה נמוך אתה יורד ?! אין לך שום דעה עצמאית לבדוק את הנתונים ולראות שהם לא נכונים ?! אתה רדוד עד כדי כך ?! חתיכת אנטישמי 0 !!,Positive
 ימח שמך ביבי אתה אסון למדינה,Negative
 מתאים ששמו תמונה של בכתבה על רצח,Positive
איך זה שאותם פוליטיקאים שתוקפים את חיילי צה״ל שלא חותרים למגע מול זורקי אבנים פלסטינים הם אותם פוליטיקאים שתוקפים את המשטרה כשהיא חותרת למגע מול זורקי אבנים יהודים. אל תאמינו להם למילה הם עבדים נרצעים של הטרור היהודי. אוחנה בנט שקד וסמוטריץ הם תומכי טרור יהודי.,Negative
" אווו, אולי עכשיו התקשורת תתעורר! למה הם רדפו ככה אחרי ערבים? למה הם נגחו בהם? זה יכול היה להיות חלילה נער ערבי שהיה מת! אחרי נוער הגבעות אתם לא הייתם חושבים לרדוף כך.. הנקודה ברורה",Positive
"RT: בתור מי שיוצא כבר למעלה מעשור למחאה, וראה אלימות משטרה מפה ועד הודעה חדשה, אני רק רוצה לומר שרק מטומטם מסיים הפגנה עם תמונה של…",Negative
 זה לא סתם מחבל זקן זה השיח של כל האזור הזה,Negative
 את מגינה על מחבלים מחבל בן 16 בישלתם את הדייסה עכשיו תאכלו אותה אם ערבי בן 16 שזורק אבנים זה מחבל אז גם יהודי מחבל צאי מהפוזיציה,Positive
"רוב פשעי נאשמדאי בעבר בוצעו במחשכים ולכן לקח זמן עד שנחשפו והחלו פעולות נגדו. (לעומתם, הסגרים ופשעי הקורונה גלויים) . אבל הברוטליות של ה""גסטאפו"" נגד מפגינים חשופה לעיני מצלמות התקשורת . לא ייתכן שתימשך. שנכניס אותה להגדרת ""פיגוע טרור"" ואז כל אזרח יגיב ככל שביכלתו כמו נגד מחבל?",Positive
 למה פיצוץ ולא פיגוע?,Positive
 לדעתי הסצינה שהם חוקרים את הבית של ההיא שד׳אנג׳לו רצח יותר טובה.,Positive
" *פלג קיצוני חרדי. אם היה אירוע של חמאס לא היית אומרת ""אירוע של ערבים"", נכון?",Positive
